tree	lineage	ntaxa	tmrca	ptmrca	source	first_seen	last_seen	taxa
0	0	1	0.10958900000000005	0.559677	non-Chile	0.10958900000000005	0.10958900000000005	hCoV-19/Chile/AN-147055/2021|EPI_ISL_4632481|2021-09-02
0	1	1	0.08493099999999998	0.492532	non-Chile	0.08493099999999998	0.08493099999999998	hCoV-19/Chile/BI-150657/2021|EPI_ISL_4632077|2021-09-11
0	2	1	0.12602600000000008	0.17775700000000005	non-Chile	0.12602600000000008	0.12602600000000008	hCoV-19/Chile/RM-144139/2021|EPI_ISL_4635508|2021-08-27
0	3	1	0.13150700000000004	0.32846200000000003	non-Chile	0.13150700000000004	0.13150700000000004	hCoV-19/Chile/RM-143637/2021|EPI_ISL_4649141|2021-08-25
0	4	1	0.523288	0.5343749999999999	non-Chile	0.523288	0.523288	hCoV-19/Chile/RM-72552/2021|EPI_ISL_12145274|2021-04-04
0	5	1	0.08492999999999995	0.09567999999999999	non-Chile	0.08492999999999995	0.08492999999999995	hCoV-19/Chile/AN-152086/2021|EPI_ISL_4655602|2021-09-11
0	6	5	0.19791599999999998	0.28241099999999997	non-Chile	0.14794399999999996	0.117807	hCoV-19/Chile/TA-147079/2021|EPI_ISL_4632488|2021-08-30; hCoV-19/Chile/TA-142386/2021|EPI_ISL_4632392|2021-08-19; hCoV-19/Chile/TA-142393/2021|EPI_ISL_4632396|2021-08-19; hCoV-19/Chile/TA-142385/2021|EPI_ISL_4632391|2021-08-19; hCoV-19/Chile/TA-142397/2021|EPI_ISL_4632397|2021-08-19
0	7	1	0.25205299999999997	0.279006	non-Chile	0.25205299999999997	0.25205299999999997	hCoV-19/Chile/TA-125389/2021|EPI_ISL_3185661|2021-07-12
0	8	1	0.28219000000000005	0.28380000000000005	non-Chile	0.28219000000000005	0.28219000000000005	hCoV-19/Chile/RM-119705/2021|EPI_ISL_12145257|2021-07-01
0	9	1	0.41643699999999995	0.52901	non-Chile	0.41643699999999995	0.41643699999999995	hCoV-19/Chile/CO-93507/2021|EPI_ISL_12145237|2021-05-13
0	10	1	0.28219099999999997	0.506315	non-Chile	0.28219099999999997	0.28219099999999997	hCoV-19/Chile/RM-119271/2021|EPI_ISL_12145255|2021-07-01
0	11	1	0.268493	0.297867	non-Chile	0.268493	0.268493	hCoV-19/Chile/ML-121927/2021|EPI_ISL_3185468|2021-07-06
0	12	9	0.13427500000000014	0.13584200000000013	non-Chile	0.11780700000000022	0.09862800000000027	hCoV-19/Chile/AN-148441/2021|EPI_ISL_4636165|2021-09-04; hCoV-19/Chile/AN-148442/2021|EPI_ISL_4636166|2021-09-04; hCoV-19/Chile/AN-148436/2021|EPI_ISL_4636161|2021-09-04; hCoV-19/Chile/AN-148437/2021|EPI_ISL_4636162|2021-09-04; hCoV-19/Chile/AN-148240/2021|EPI_ISL_11976134|2021-09-03; hCoV-19/Chile/AN-148435/2021|EPI_ISL_4636160|2021-09-04; hCoV-19/Chile/RM-148831/2021|EPI_ISL_4653015|2021-09-06; hCoV-19/Chile/AN-147135/2021|EPI_ISL_4632541|2021-08-30; hCoV-19/Chile/AN-148250/2021|EPI_ISL_4636609|2021-09-03
0	13	1	0.11780500000000005	0.2812720000000001	non-Chile	0.11780500000000005	0.11780500000000005	hCoV-19/Chile/ML-145343/2021|EPI_ISL_4635588|2021-08-30
