tree	lineage	ntaxa	tmrca	ptmrca	source	first_seen	last_seen	taxa
0	0	1	0.09589300000000012	0.9095550000000001	non-Chile	0.09589300000000012	0.09589300000000012	hCoV-19/Chile/RM-149605/2021|EPI_ISL_4632072|2021-09-07
0	1	1	0.060277000000000136	0.3888830000000001	non-Chile	0.060277000000000136	0.060277000000000136	hCoV-19/Chile/RM-154444/2021|EPI_ISL_4656367|2021-09-20
0	2	1	0.07397600000000015	0.2532190000000002	non-Chile	0.07397600000000015	0.07397600000000015	hCoV-19/Chile/VS-152879/2021|EPI_ISL_4654267|2021-09-15
0	3	1	0.0684950000000002	0.1918390000000002	non-Chile	0.0684950000000002	0.0684950000000002	hCoV-19/Chile/ML-153081/2021|EPI_ISL_4654381|2021-09-17
0	4	1	0.060277000000000136	0.1282160000000001	non-Chile	0.060277000000000136	0.060277000000000136	hCoV-19/Chile/RM-154440/2021|EPI_ISL_4656366|2021-09-20
0	5	5	0.15664499999999992	0.20012399999999997	non-Chile	0.13698899999999992	0.07945499999999994	hCoV-19/Chile/VS-152131/2021|EPI_ISL_4655616|2021-09-13; hCoV-19/Chile/AN-143953/2021|EPI_ISL_4635503|2021-08-23; hCoV-19/Chile/TA-150258/2021|EPI_ISL_4655047|2021-09-07; hCoV-19/Chile/TA-149027/2021|EPI_ISL_4653009|2021-09-03; hCoV-19/Chile/TA-148352/2021|EPI_ISL_4636147|2021-09-04
0	6	1	0.02192100000000008	0.03427400000000003	non-Chile	0.02192100000000008	0.02192100000000008	hCoV-19/Chile/VS-162326/2021|EPI_ISL_5687149|2021-10-04
0	7	1	0.071237	0.134699	non-Chile	0.071237	0.071237	hCoV-19/Chile/VS-153039/2021|EPI_ISL_4654276|2021-09-16
0	8	2	0.21659799999999996	0.256355	non-Chile	0.16164699999999999	0.1534279999999999	hCoV-19/Chile/VS-139118/2021|EPI_ISL_3988161|2021-08-14; hCoV-19/Chile/VS-140117/2021|EPI_ISL_4005210|2021-08-17
0	9	103	0.2056	0.40642599999999995	non-Chile	0.15616799999999997	0.024663999999999797	hCoV-19/Chile/RM-156328/2021|EPI_ISL_5411326|2021-09-22; hCoV-19/Chile/RM-156718/2021|EPI_ISL_5431479|2021-09-24; hCoV-19/Chile/RM-156449/2021|EPI_ISL_12144505|2021-09-22; hCoV-19/Chile/RM-155515/2021|EPI_ISL_12144498|2021-09-21; hCoV-19/Chile/LI-145382/2021|EPI_ISL_4636025|2021-08-27; hCoV-19/Chile/RM-157408/2021|EPI_ISL_5411198|2021-09-26; hCoV-19/Chile/NB-140675/2021|EPI_ISL_4632638|2021-08-16; hCoV-19/Chile/RM-153105/2021|EPI_ISL_5010751|2021-09-15; hCoV-19/Chile/RM-151581/2021|EPI_ISL_4653553|2021-09-11; hCoV-19/Chile/RM-152064/2021|EPI_ISL_4654175|2021-09-09; hCoV-19/Chile/RM-154338/2021|EPI_ISL_4656337|2021-09-19; hCoV-19/Chile/AT-158770/2021|EPI_ISL_5543956|2021-09-20; hCoV-19/Chile/LI-145923/2021|EPI_ISL_4632229|2021-08-29; hCoV-19/Chile/LI-146084/2021|EPI_ISL_4632303|2021-08-29; hCoV-19/Chile/ML-146716/2021|EPI_ISL_4632502|2021-09-01; hCoV-19/Chile/BI-148848/2021|EPI_ISL_4652929|2021-09-02; hCoV-19/Chile/BI-149365/2021|EPI_ISL_4658061|2021-09-06; hCoV-19/Chile/RM-150294/2021|EPI_ISL_4655036|2021-09-09; hCoV-19/Chile/RM-152856/2021|EPI_ISL_4656041|2021-09-12; hCoV-19/Chile/LI-153163/2021|EPI_ISL_4656128|2021-09-15; hCoV-19/Chile/LI-153162/2021|EPI_ISL_4656133|2021-09-15; hCoV-19/Chile/RM-153216/2021|EPI_ISL_4658616|2021-09-17; hCoV-19/Chile/LI-155871/2021|EPI_ISL_5010988|2021-09-21; hCoV-19/Chile/RM-153056/2021|EPI_ISL_5010747|2021-09-14; hCoV-19/Chile/RM-156773/2021|EPI_ISL_5411207|2021-09-24; hCoV-19/Chile/RM-157238/2021|EPI_ISL_12144525|2021-09-25; hCoV-19/Chile/AT-158771/2021|EPI_ISL_5543904|2021-09-20; hCoV-19/Chile/AT-158775/2021|EPI_ISL_5543912|2021-09-22; hCoV-19/Chile/AT-158783/2021|EPI_ISL_5543908|2021-09-23; hCoV-19/Chile/AT-158799/2021|EPI_ISL_5421792|2021-09-26; hCoV-19/Chile/RM-155009/2021|EPI_ISL_5011341|2021-09-20; hCoV-19/Chile/RM-155019/2021|EPI_ISL_5011378|2021-09-19; hCoV-19/Chile/LI-155875/2021|EPI_ISL_5011017|2021-09-22; hCoV-19/Chile/RM-156039/2021|EPI_ISL_5431476|2021-09-21; hCoV-19/Chile/RM-154073/2021|EPI_ISL_5431483|2021-09-21; hCoV-19/Chile/RM-152733/2021|EPI_ISL_4658609|2021-09-14; hCoV-19/Chile/RM-154891/2021|EPI_ISL_12144493|2021-09-16; hCoV-19/Chile/BI-154589/2021|EPI_ISL_5010806|2021-09-19; hCoV-19/Chile/RM-156038/2021|EPI_ISL_5431475|2021-09-20; hCoV-19/Chile/RM-154845/2021|EPI_ISL_5411149|2021-09-17; hCoV-19/Chile/RM-155540/2021|EPI_ISL_5010845|2021-09-21; hCoV-19/Chile/BI-158359/2021|EPI_ISL_5544189|2021-09-26; hCoV-19/Chile/VS-157287/2021|EPI_ISL_5431608|2021-09-23; hCoV-19/Chile/VS-157278/2021|EPI_ISL_5431605|2021-09-23; hCoV-19/Chile/RM-156827/2021|EPI_ISL_5411209|2021-09-23; hCoV-19/Chile/RM-157198/2021|EPI_ISL_5431539|2021-09-23; hCoV-19/Chile/RM-157209/2021|EPI_ISL_5431482|2021-09-25; hCoV-19/Chile/RM-157235/2021|EPI_ISL_12144522|2021-09-25; hCoV-19/Chile/VS-156480/2021|EPI_ISL_5011824|2021-09-22; hCoV-19/Chile/RM-155525/2021|EPI_ISL_5010841|2021-09-22; hCoV-19/Chile/RM-158707/2021|EPI_ISL_5543925|2021-09-27; hCoV-19/Chile/RM-158937/2021|EPI_ISL_5421814|2021-09-28; hCoV-19/Chile/RM-157509/2021|EPI_ISL_5431522|2021-09-26; hCoV-19/Chile/RM-157512/2021|EPI_ISL_5431519|2021-09-26; hCoV-19/Chile/LI-161035/2021|EPI_ISL_5431457|2021-10-01; hCoV-19/Chile/RM-158706/2021|EPI_ISL_5543918|2021-09-27; hCoV-19/Chile/RM-158700/2021|EPI_ISL_5543933|2021-09-27; hCoV-19/Chile/LI-157344/2021|EPI_ISL_5431471|2021-09-26; hCoV-19/Chile/RM-158717/2021|EPI_ISL_5543910|2021-09-27; hCoV-19/Chile/AP-160883/2021|EPI_ISL_5431321|2021-10-01; hCoV-19/Chile/LI-145922/2021|EPI_ISL_4632228|2021-08-27; hCoV-19/Chile/LI-145383/2021|EPI_ISL_4636026|2021-08-27; hCoV-19/Chile/AR-152273/2021|EPI_ISL_4654489|2021-09-13; hCoV-19/Chile/RM-151272/2021|EPI_ISL_4636526|2021-09-10; hCoV-19/Chile/RM-153041/2021|EPI_ISL_5010743|2021-09-16; hCoV-19/Chile/RM-153152/2021|EPI_ISL_5011059|2021-09-17; hCoV-19/Chile/RM-152935/2021|EPI_ISL_4655857|2021-09-14; hCoV-19/Chile/RM-152528/2021|EPI_ISL_4704371|2021-09-14; hCoV-19/Chile/RM-150515/2021|EPI_ISL_4659668|2021-09-08; hCoV-19/Chile/RM-151796/2021|EPI_ISL_4653558|2021-09-13; hCoV-19/Chile/LI-153672/2021|EPI_ISL_5010790|2021-09-18; hCoV-19/Chile/RM-156744/2021|EPI_ISL_5431524|2021-09-23; hCoV-19/Chile/LL-153863/2021|EPI_ISL_5010685|2021-09-18; hCoV-19/Chile/RM-156457/2021|EPI_ISL_5011749|2021-09-22; hCoV-19/Chile/RM-156420/2021|EPI_ISL_5011721|2021-09-22; hCoV-19/Chile/CO-156470/2021|EPI_ISL_5011774|2021-09-22; hCoV-19/Chile/RM-156736/2021|EPI_ISL_5431481|2021-09-24; hCoV-19/Chile/RM-156769/2021|EPI_ISL_5411205|2021-09-24; hCoV-19/Chile/NB-155723/2021|EPI_ISL_5010732|2021-09-20; hCoV-19/Chile/RM-154341/2021|EPI_ISL_4656410|2021-09-20; hCoV-19/Chile/RM-154997/2021|EPI_ISL_5011286|2021-09-20; hCoV-19/Chile/RM-154127/2021|EPI_ISL_5431498|2021-09-20; hCoV-19/Chile/RM-154968/2021|EPI_ISL_5011185|2021-09-20; hCoV-19/Chile/RM-155012/2021|EPI_ISL_5011352|2021-09-20; hCoV-19/Chile/RM-154994/2021|EPI_ISL_5011263|2021-09-20; hCoV-19/Chile/RM-154991/2021|EPI_ISL_5011249|2021-09-20; hCoV-19/Chile/RM-155516/2021|EPI_ISL_5010840|2021-09-21; hCoV-19/Chile/NB-155725/2021|EPI_ISL_5010733|2021-09-20; hCoV-19/Chile/RM-155511/2021|EPI_ISL_5010838|2021-09-20; hCoV-19/Chile/LR-156658/2021|EPI_ISL_5431422|2021-09-22; hCoV-19/Chile/RM-157508/2021|EPI_ISL_5431579|2021-09-25; hCoV-19/Chile/RM-158990/2021|EPI_ISL_5421824|2021-09-27; hCoV-19/Chile/RM-158703/2021|EPI_ISL_5543926|2021-09-27; hCoV-19/Chile/VS-156147/2021|EPI_ISL_5411279|2021-09-21; hCoV-19/Chile/VS-156149/2021|EPI_ISL_5411280|2021-09-21; hCoV-19/Chile/NB-158812/2021|EPI_ISL_5421799|2021-09-23; hCoV-19/Chile/RM-157494/2021|EPI_ISL_5431502|2021-09-26; hCoV-19/Chile/ML-157220/2021|EPI_ISL_5431395|2021-09-26; hCoV-19/Chile/NB-158805/2021|EPI_ISL_5421794|2021-09-25; hCoV-19/Chile/AP-158233/2021|EPI_ISL_5544151|2021-09-25; hCoV-19/Chile/NB-158804/2021|EPI_ISL_5421793|2021-09-25; hCoV-19/Chile/LI-161027/2021|EPI_ISL_5431453|2021-10-01; hCoV-19/Chile/RM-161062/2021|EPI_ISL_5431552|2021-10-03
